Anonymized Message,Arousal
Rest In Peace <PERSON> I Will Never Forget You.,1
Been about two weeks since last Tae Kwon Doe Lesson. This is going to hurt.,1
dnt get scared.... jst missing my.... darling curles....,1
Just got my Ipod Touch,1
Since im stuck in Morgantown....alchy-cider sledding,1
trying to figure out how to work this thing hopefully i get it.,1
"I am glad I am feeling better I am ready to go back to work I have lived on the phone and computer all day in my Pjs ... Only bad thing is i moved some of my accounts to Sat .. so now I have to work over the weekend and my daughter is bugging me to go to a dog show and I can't ,, Or I may not have my accounts  ):",1
"if theres a fat guy in a pastry shop with a twenty dollar bill and he's ready to buy, in order to predict his volume change you need to know the value of pi",1
Is anyone having a Halloween party on Halloween,1
Time to log off ...,1
answered a question on Friend FactsÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢,1
good luck to everybody with exams *prays*,1
likes hammering nails more than weeding paths,1
ok... just finished reading the latest bleach manga. so <PERSON> still plans to milk bleach even more by starting a new arc. I wonder if <PERSON> would start from scratch again here? it also looks like <PERSON> would have a bigger role.,1
loui is great  in bed,1
is having a MRI done today...she prays 4 a answer 2 her pain and a healn n her body. God Bless FB.,1
Thanks for all the birthday wishes friends..appreciate it...,1
"With so much drama in the LBC, It's kinda hard bein' Snoop D-O double G, But I somehow, some way, keep comin', Up with funky-ass shit like every single day        May I kick a little somethin' for the G's and make a few ends as I, Breeze through two in tha mornin and the party's still jumpin, Cause my mama ain't home.",1
"Got sent home from work early, now I'm at chillin at home bored and in hella pain. Wish the doctor would have precribed me some pain killers.",1
War on my page. Just need one more person to attack and its over,1
Alcohol servers license class  in seaside.  Call <PHONE>,1
Give the most perfect and simple situation to <PERSON>,1
Reliving his childhood,1
me to mom: remember that time i got a LD mom: phsch,1
Time to finish moving all my stuff.... lets hope it doesn't take too long,1
Really tired this evening.  Been cleaning all day and now its time to relax and call it a day.  Good Monday everyone.,1
I think I have to go back to work tomorrow.,1
Just about time to roll for FNM with White Eldrazi. We'll see how she plays.,1
poppin' champagne,1
is gonna die of lack of sleep one day.,1
just finished watching platoon. Definitely not recommended for those with a weak stomach.,1
time to get rdy for work T_T 2-10 i cant do anything with my day,1
"Weeded, tilled, weeded some more, composting, and fixing to till some more.",1
A minute of action is equal to an infinite amount of prayer.,1
a magical/super power i'd like to have would be able to see auras and other psycic powers. How awesome would life be if i had those abilities.,1
after living a certain way for so long can someone truly change who they are?,1
i dont know what to wrtie in the box,1
"Baby polar bear goes to his mother and asks, am i a real polar bear?\  \""yes of course. Why do you ask?\""  the baby replies""",1
Is it illegal to throw rocks at endangered species?,1
I miss the sun.,1
Shades of Grey,1
Who watched the video,1
And in the end,1
"Thank you for all the birthday wishes, I had a great birthday",1
"NY has definitively a special kind of energy - making you tired, but making you want more of your life, and thinking it's possible.",1
yaar mer a mobile no milana thaa i have very long emergency duties nowadays,1
If anyones interested im selling my ps3 eye toy camara for $20 or $25 so yeah. just comment if you want to buy one cause ive got 3 and i need to sell 2.,1
Having fun with my sis and Halloween oreos.,1
Thanks again everyone,1
is so glad to be home from work.Merry Christmas to all.,1
"I am a jack of all trades, yet master of none.",1
thinks Facebook is kinda fun,1
in love with Aida.,1
Looks as if someone shook the snowglobe.,1
"We don't love qualities, we love persons; sometimes by reason of their defects as well as of their qualities................",1
"ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œAnd in the end, it's not the years in your life that count. It's the life in your years.ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â",1
"Everybodys got something they can give, and that can be prevented by using the dental dam.",1
ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œA child's life is like a piece of paper on which every passerby leaves a mark.ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â -Chinese proverb,1
"A huge lesson for me was that if I was gonna be successful, I had to be successful as myself - I couldn't be successful doing what other people were doing. I had to do what I believed in and what felt real to me and felt true to me, because the worst thing to be is successful as someone else. - Jay-Z",1
About to take the JEOPARDY! Teen Test.,1
is love and peace.,1
Happy new Year yall,1
Mr. Rager - KiD CuDi,1
watching my dog. anyone wanna do anything tonight?,1
Yeah brithday party at shyanne house  It my god sister brithday,1
Thanks all for Birthday wish,1
maine :),1
"Two roads diverged in a wood, and IÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Â	I took the one less traveled by,	And that has made all the difference.",1
I love the smell of spring,1
The only courage that matters is the kind that gets you from one moment to the next. ~Mignon McLaughlin,1
"hmm jnr still vomiting guess I should stop giving him water and crackers, hope this is only a 24hr thing",1
Tinychat time! Click the link to come me - <URL>  (tinychat.com),1
"So tired.. 12.5 hours of driving is a lot for one day (that is only travel time, not including breaks + lunch + fuel).  Had a nice 1.5 weeks in k-town, unfortunately got sick for my b-day - least I was mostly better for the drive back.  May post more details later.",1
realize how much Mondays suck again. May this week end quickly.,1
"Hey if  you had sex with you from another universe and the were the other gender what would called it and you had kid from that be a clone, just somthing i was wondering",1
"kids are in bed, i'm watching tv and getting ready for bed also",1
broncos to superbowl XLIV,1
Always remember that you are unique. Just like everybody else.,1
Customer: I want a hot fudge sunday,1
I hope the dance isn't gonna suck this time,1
"For my birthday I would like my family (and friends of) to give me one memory of my Dad, no matter how small.",1
More pics updated,1
only a small person carries a big grudge,1
behind your lies i can see the secrets you don't show,1
thinking at charity cup,1
"When youÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢re sad and alone, the only one you can truly depend on is yourself. ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Â Zetsu",2
3 more days,2
got a new # if you want it let me know.,2
is contemplating how to spend his Xbox points...,2
is fixin' to have a party this halloween.,2
Someone should make a <PERSON> Facts website to compete against Chuck Norris.,2
A life of wisdom consists of being constantly engaged in letting go,2
.--. Put this dog on .//^ ^\\\\ your profile (/(_ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â¢_)\\) to show ._/''*''\\_ that you are (/_)^(_\\) against animal cruelty,2
patiently waiting out the days,2
Ok. All done with the beach today. Might do the Promenade tonight or tomorrow.,2
6 hrs until mid night release for black ops.,2
has nothing on her mind.,2
I am now officially a certified personal trainer,2
"20 years ago, on a night just like tonight....road called roller coaster...",2
"I feel like I should clean the house, so I am going to lay down until the feeling passes...:P*",2
every Catholic should look-up this Poem. Audrey Assad got her insperation for her single 'For Love Of You from this Poem: As King Fishers Catch Fire -Gerard Manely Hopkins,2
When you know who you are and who's you are then you don't have to respond to negativity. Let the Lord fight your battles. He can do it way better than you can. Trust in the Lord and lean not to your own understanding. Self-check.,2
"There is a chicken and an egg in bed, chicken has head on pillow and is smoking. Egg rolls over annoyed and saysi guess we answered that question.\\""""",2
"Playing guitar, hanging with pals: walking on air is the life.",2
" Men marry women with the hope they will never change. Women marry men with the hope they will change. Invariably they are both disappointed.\ <PERSON>\""""",2
"if faith is a choice then it can be lost for a man, an angel, or the devel himself. God gave us a choice, he didn't comand us. he gave his love to all of us. i pray that all won't lose faith, hope, or love and won't give up, but to fight and defend the weak who are in need. the choice is yours don't lose it.",2
Looking for more team mates please send me an invite,2
Just got my Ipod Touch,2
:),2
"I think <PERSON> is obsessed with me, and that is just weird....        jk",2
Is anyone having a Halloween party on Halloween,2
Time to log off ...,2
answered a question on Friend FactsÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢,2
good luck to everybody with exams *prays*,2
ok... just finished reading the latest bleach manga. so <PERSON> still plans to milk bleach even more by starting a new arc. I wonder if <PERSON> would start from scratch again here? it also looks like <PERSON> would have a bigger role.,2
<PERSON> Shortall <3,2
War on my page. Just need one more person to attack and its over,2
